"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Staudinger-Gesamtschule","","","Freiburg im Breisgau","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Helmholtz-Gymnasium","","","Hilden","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Kurpfalz-Gymnasium","","","Schriesheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Hacheschule","","","Syke","Niedersachsen","Programm","","Be smart - don't Start","","10"
"Luise-Büchner-Schule","","","Groß-Gerau","Hessen","Programm","","Be smart - don't Start","","0"
"Schule am Eiderwald","","","Flintbek","Schleswig Holstein","Programm","","Be smart - don't Start","","1"
"Marie-Curie-Gymnasium","","","Dallgow-Döberitz","Brandenburg","Programm","","Be smart - don't Start","","2"
"Johann-Simon-Mayr-Schule","","","Riedenburg","Bayern","Programm","","Be smart - don't Start","","4"
"Mittelschule Am Hohen Markt","","","Untergriesbach","Bayern","Programm","","Be smart - don't Start","","3"
"Städt. Wittekind-Gymnasium","","","Lübbecke","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Bertha-von-Suttner-Gymnasium Babelsberg","","","Potsdam","Brandenburg","Programm","","Be smart - don't Start","","78"
"Staatliche Wirtschaftsschule","","","Deggendorf","Bayern","Programm","","Be smart - don't Start","","15"
"Freie Oberschule Gohlis","","","Leipzig","Sachsen","Programm","","Be smart - don't Start","","304"
"Borwinschule","","","Rostock","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","45"
"Grundschule Borgsdorf","","","Hohen Neuendorf/OT Borgsdorf","Brandenburg","Programm","","Be smart - don't Start","","2"
"Hermann-Greiner-Realschule","","","Neckarsulm","Baden-Württemberg","Programm","","Be smart - don't Start","","3"
"Gesamtschule am Wällenberg","","","Hambergen","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Heinrich-Böll-Schule","","","Bruchköbel","Hessen","Programm","","Be smart - don't Start","","0"
"Sekundarschule Wermelskirchen","","","Wermelskirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Fritz-Reuter-Schule","","","Hagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Maria-Ward-Schule","","","Bad Homburg","Hessen","Programm","","Be smart - don't Start","","0"
"Montessorischule","","","Augsburg","Bayern","Programm","","Be smart - don't Start","","83"
"Ökumenisches Domgymnasium","","","Magdeburg","Sachsen Anhalt","Programm","","Be smart - don't Start","","87"
"Landesbildungszentrum f. Hörgeschädigte","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Furtbachschule","","","Möglingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Schule Am Leher Markt","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Städtische Wilhelm-Busch-Realschule","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Realschule an der Wupper","","","Leichlingen (Rheinland)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Realschule Am Oberen Schloss","","","Siegen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","48"
"Alfred-Krupp-Schule","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Integrierte Gesamtschule Celle","","","Celle","Niedersachsen","Programm","","Be smart - don't Start","","41"
"Staatliches Gymnasium ""Christian Gottlieb Reichard""","","","Bad Lobenstein","Thüringen","Programm","","Be smart - don't Start","","4"
"Reuterstädter Gesamtschule","","","Stavenhagen","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","2"
"Ludwig Leichhardt Oberschule","","","Schwielochsee/OT Goyatz","Brandenburg","Programm","","Be smart - don't Start","","1"
"Oberschule Söhlde","","","Söhlde","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Heinz-Nixdorf-Gesamtschule","","","Paderborn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","57"
"Gymnasium Gaimersheim","","","Gaimersheim","Bayern","Programm","","Be smart - don't Start","","2"
"Gemeinschaftsschule Faldera","","","Neumünster","Schleswig Holstein","Programm","","Be smart - don't Start","","28"
"Gymnasium am Kaiserdom","","","Speyer","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Schule am Taurastein","","","Burgstädt","Sachsen","Programm","","Be smart - don't Start","","6"
"Wilhelm-Bracke-Gesamtschule","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Justin-Wagner-Schule","","","Roßdorf","Hessen","Programm","","Be smart - don't Start","","1"
"Gemeinschaftsschule Kellinghusen","","","Kellinghusen","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Schiller-Gymnasium","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","","122"
"Petri-Sekundarschule","","","Schwanebeck","Sachsen Anhalt","Programm","","Be smart - don't Start","","3"
"Realschule Schloß Hagerhof","","","Bad Honnef","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Theodor-Heuss-Realschule","","","Leverkusen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","46"
"Montessorischule","","","Jena","Thüringen","Programm","","Be smart - don't Start","","38"
"Liebfrauen-Sekundarschule","","","Nottuln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","7"
"Theodor-Heuss-Gemeinschaftsschule","","","Preetz","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Sekundarschule Dinslaken","","","Dinslaken","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Geschwister-Scholl-Schule","","","Rodgau","Hessen","Programm","","Be smart - don't Start","","0"
"Albert-Schweitzer-Schule","","","Buxtehude","Niedersachsen","Programm","","Be smart - don't Start","","14"
"Privates Förderzentrum","","","Augsburg","Bayern","Programm","","Be smart - don't Start","","83"
"Hans-Tilkowski-Schule","","","Herne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","47"
"St. Ursula-Gymnasium","","","Arnsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","36"
"Gymnasium der Regensburger Domspatzen","","","Regensburg","Bayern","Programm","","Be smart - don't Start","","63"
"Elisabethschule","","","Marburg","Hessen","Programm","","Be smart - don't Start","","0"
"Städt. Realschule","","","Wermelskirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Martin-von-Tours-Schule","","","Neustadt","Hessen","Programm","","Be smart - don't Start","","96"
"Städt. Ratsgymnasium","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","","122"
"Paul-Natorp-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Gymnasium Baesweiler","","","Baesweiler","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Städtische Sekundarschule","","","Preußisch Oldendorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","5"
"Hellweg-Realschule","","","Unna","Nordrhein Westphalen","Programm","","Be smart - don't Start","","25"
"Staatliche Regelschule ""Geschwister Scholl""","","","Meuselwitz","Thüringen","Programm","","Be smart - don't Start","","4"
"Astrid-Lindgren-Schule","","","Ahlen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Staatliche Regelschule Wasungen","","","Wasungen","Thüringen","Programm","","Be smart - don't Start","","1"
"Gem. Hauptschule Bergneustadt","","","Bergneustadt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","6"
"Carl-Friedrich-von-Weizsäcker-Gymnasium","","","Barmstedt","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Städt. Gesamtschule Süd","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Oberschule Uelzen","","","Uelzen","Niedersachsen","Programm","","Be smart - don't Start","","17"
"Theodor-Storm-Dörfergemeinschaftsschule","","","Todenbüttel","Schleswig Holstein","Programm","","Be smart - don't Start","","0"
"Heinrich-Böll-Gesamtschule","","","Oberhausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","55"
"Gabelsberger-Gymnasium","","","Mainburg","Bayern","Programm","","Be smart - don't Start","","4"
"Freie Waldorfschule Krichheim-Teck","","","Kirchheim unter Teck","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Max-Schmeling-Stadtteilschule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Integrierte Gesamtschule und Realschule plus","","","Landau in der Pfalz","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Pestalozzi-Oberschule","","","Löbau","Sachsen","Programm","","Be smart - don't Start","","16"
"Goetheoberschule","","","Trebbin","Brandenburg","Programm","","Be smart - don't Start","","3"
"Herzog-Heinrich-Mittelschule","","","Neumarkt-Sankt Veit","Bayern","Programm","","Be smart - don't Start","","2"
"Emmy-Noether-Schule","","","Neuenkirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Albert-Einstein-Oberschule","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Integrierte Gesamtschule Heidberg","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Oberschule Waldheim","","","Waldheim","Sachsen","Programm","","Be smart - don't Start","","4"
"Stormarnschule","","","Ahrensburg","Schleswig Holstein","Programm","","Be smart - don't Start","","12"
"Ida Ehre Schule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Friedrich-Junge-Schule","","","Großhansdorf","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Mittelschule Markt","","","Bad Endorf","Bayern","Programm","","Be smart - don't Start","","1"
"Bertha-von-Suttner-Schule","","","Geesthacht","Schleswig Holstein","Programm","","Be smart - don't Start","","9"
"Louis-Peter-Schule","","","Korbach","Hessen","Programm","","Be smart - don't Start","","0"
"Sekundarschule ""Ernst Bansi""","","","Quedlinburg","Sachsen Anhalt","Programm","","Be smart - don't Start","","13"
"Hugo-Höfler-Realschule","","","Breisach am Rhein","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Evangelische Mittelschule","","","Doberschau-Gaußig","Sachsen","Programm","","Be smart - don't Start","","3"
"Schule St. Christina","","","Ravensburg","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Städt. Realschule","","","Troisdorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Städt. Gesamtschule Langerfeld","","","Wuppertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","110"
"Städt. Gesamtschule Waldbröl","","","Waldbröl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Helene-Lange-Realschule","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Realschule Alsdorf","","","Alsdorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Städt. Gymnasium Thomaeum","","","Kempen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Staatliche Realschule Hösbach","","","Hösbach","Bayern","Programm","","Be smart - don't Start","","8"
"Städt. Gymnasium St. Leonhard","","","Aachen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","85"
"Wilhelm-Käber-Schule","","","Hohenlockstedt","Schleswig Holstein","Programm","","Be smart - don't Start","","3"
"Rupert-Ness-Gymnasium","","","Wangen im Allgäu","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Alexander-Puschkin-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Gem. Hauptschule Hürth-Kendenich","","","Hürth","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Eric-Kandel-Gymnasium","","","Ahrensburg","Schleswig Holstein","Programm","","Be smart - don't Start","","12"
"Cato Bontjes van Beek-Gymnasium","","","Achim","Niedersachsen","Programm","","Be smart - don't Start","","12"
"Carl-Gittermann-Realschule","","","Esens","Niedersachsen","Programm","","Be smart - don't Start","","9"
"Paul-Dohrmann-Schule","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Herzog-Christian-August-Gymnasium","","","Sulzbach-Rosenberg","Bayern","Programm","","Be smart - don't Start","","6"
"Sekundarschule Ciervisti","","","Zerbst (Anhalt)","Sachsen Anhalt","Programm","","Be smart - don't Start","","11"
"Integrierte Gesamtschule Osnabrück","","","Osnabrück","Niedersachsen","Programm","","Be smart - don't Start","","76"
"Städt. Gymnasium Kamen","","","Kamen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Mittelschule Berching","","","Berching","Bayern","Programm","","Be smart - don't Start","","4"
"Staatliche Realschule Bad Kötzting","","","Bad Kötzting","Bayern","Programm","","Be smart - don't Start","","5"
"Börde-Schule","","","Oschersleben (Bode)","Sachsen Anhalt","Programm","","Be smart - don't Start","","13"
"Friedrich-Franz-Gymnasium","","","Parchim","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","13"
"Tilly-Realschule","","","Ingolstadt","Bayern","Programm","","Be smart - don't Start","","38"
"Wilhelm-v.-Siemens-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Don-Bosco-Schule","","","Rostock","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","45"
"August-Hermann-Francke-Schule Uhlenhorst","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Freiherr-vom-Stein-Schule","","","Gladenbach","Hessen","Programm","","Be smart - don't Start","","0"
"Freie Christl. Hauptschule","","","Gummersbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Staatliche Regelschule ""Max Greil""","","","Weida","Thüringen","Programm","","Be smart - don't Start","","7"
"Gymnasium Lüchow","","","Lüchow","Niedersachsen","Programm","","Be smart - don't Start","","10"
"Goethe-Gymnasium","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Helen-Keller-Schule","","","Meppen","Niedersachsen","Programm","","Be smart - don't Start","","21"
"Hermann-Gmeiner-Schule","","","Ehingen (Donau)","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Conrad-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Jacob-Lienau-Schule","","","Neustadt in Holstein","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Rudi-Stephan-Gymnasium","","","Worms","Rheinland Pfalz","Programm","","Be smart - don't Start","","2"
"Städt. Realschule Korschenbroich","","","Korschenbroich","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Grund-und Mittelschule Pfaffenhofen","","","Pfaffenhofen a.d.Ilm","Bayern","Programm","","Be smart - don't Start","","1"
"Realschule Brackwede","","","Bielefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","117"
"Städtische Gesamtschule Oelde","","","Oelde","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Theodor-Heuss-Realschule","","","Gärtringen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Geschwister-Scholl-Gymnasium","","","Bützow","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","4"
"Integrierte Gesamtschule Mainspitze","","","Ginsheim-Gustavsburg","Hessen","Programm","","Be smart - don't Start","","0"
"Humboldt-Realschule","","","Bönen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","5"
"Bühl-Schule","","","Giengen an der Brenz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Staatliche Realschule Rottenburg","","","Rottenburg","Bayern","Programm","","Be smart - don't Start","","6"
"Schule Brucknerstraße","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Städt. Realschule Altlünen","","","Lünen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Marga-Spiegel-Sekundarschule","","","Werne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","38"
"Gymnasium Osterbek","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Staatliche Regelschule Uder","","","Uder","Thüringen","Programm","","Be smart - don't Start","","1"
"Caspar-Voght-Schule","","","Rellingen","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Grundschule ""Gijsels van Lier""","","","Lenzen (Elbe)","Brandenburg","Programm","","Be smart - don't Start","","1"
"Theodor-Fliedner-Gymnasium","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Hugo-Friedrich-Hartmann-Oberschule","","","Bardowick","Niedersachsen","Programm","","Be smart - don't Start","","2"
"Bundespräsident-Theodor-Heuss-Schule","","","Homberg (Efze)","Hessen","Programm","","Be smart - don't Start","","0"
"Gutenberg-Schule","","","Stolberg (Rhld.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Städtische Gesamtschule","","","Bocholt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","29"
"Städt. Maria-Montessori-Gesamtschule","","","Meerbusch","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Integrierte Gesamtschule Schönenberg-Kübelberg/Waldmohr","","","Schönenberg-Kübelberg","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Städt. Gesamtschule Kierspe","","","Kierspe","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Odenberg-Schule","","","Gudensberg","Hessen","Programm","","Be smart - don't Start","","0"
"Julius-Leber-Schule","","","Lübeck","Schleswig Holstein","Programm","","Be smart - don't Start","","59"
"Erich-Kästner-Mittelschule","","","Höhenkirchen-Siegertsbrunn","Bayern","Programm","","Be smart - don't Start","","2"
"Gemeinschaftsschule Bietigheim","","","Bietigheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Innerstädtisches Gymnasium","","","Rostock","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","45"
"Halepaghen-Schule","","","Buxtehude","Niedersachsen","Programm","","Be smart - don't Start","","14"
"von Saldern-Gymnasium","","","Brandenburg an der Havel","Brandenburg","Programm","","Be smart - don't Start","","26"
"Karl-Ritter-von-Frisch-Gymnasium","","","Moosburg","Bayern","Programm","","Be smart - don't Start","","6"
"Friedrich-Junge-Gemeinschaftsschule","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Helene-Lange-Sekundarschule","","","Bitterfeld-Wolfen","Sachsen Anhalt","Programm","","Be smart - don't Start","","15"
"Realschule plus Rheinbrohl","","","Rheinbrohl","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Oberschule am Waller Ring","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Johann-Andreas-Schmeller-Gymnasium","","","Nabburg","Bayern","Programm","","Be smart - don't Start","","5"
"Bürgewaldschule","","","Düren","Nordrhein Westphalen","Programm","","Be smart - don't Start","","39"
"Oberschule Reichenbach","","","Reichenbach","Sachsen","Programm","","Be smart - don't Start","","24"
"Gymnasium Laurentianum","","","Warendorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Schule am Stadtpark","","","Roth","Bayern","Programm","","Be smart - don't Start","","50"
"Staatliche Realschule Simbach a.Inn","","","Simbach","Bayern","Programm","","Be smart - don't Start","","6"
"Maximilian-Kolbe-Gymnasium","","","Wegberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Mittelschule Strullendorf","","","Strullendorf","Bayern","Programm","","Be smart - don't Start","","1"
"Gymnasium Glinde","","","Glinde","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Johann-Heinrich-Leiner-Schule","","","Großefehn","Niedersachsen","Programm","","Be smart - don't Start","","6"
"Kieler Gelehrtenschule","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Hümmling-Gymnasium","","","Sögel","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Droste-Hülshoff-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Schule am Ruhner Berg","","","Marnitz","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","1"
"Gesamtschule Schermbeck","","","Schermbeck","Nordrhein Westphalen","Programm","","Be smart - don't Start","","3"
"Viktoria-Gymnasium","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Maria-Sibylla-Merian-Gymnasium","","","Krefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","71"
"Mittelschule Landsberg","","","Landsberg am Lech","Bayern","Programm","","Be smart - don't Start","","0"
"Bruno-Lorenzen-Gemeinschaftsschule","","","Schleswig","Schleswig Holstein","Programm","","Be smart - don't Start","","17"
"Robert-Bosch-Gymnasium","","","Gerlingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"August-Hermann-Francke-Hauptschule","","","Detmold","Nordrhein Westphalen","Programm","","Be smart - don't Start","","37"
"Stadtteilschule Rissen","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Montanusschule","","","Hückeswagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","6"
"Oberschule Carl von Ossietzky","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Sekundarschule Kleve","","","Kleve","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Gem. Hauptschule Kirchhellen","","","Bottrop","Nordrhein Westphalen","Programm","","Be smart - don't Start","","35"
"Collegium Augustinianum Gaesdonck","","","Goch","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Leine-Schule","","","Neustadt","Niedersachsen","Programm","","Be smart - don't Start","","96"
"Regelschule ""Prof. Herman Anders Krüger""","","","Nesse-Apfelstädt","Thüringen","Programm","","Be smart - don't Start","","2"
"Friedrich-Hoffmann-Gemeinschaftsschule Betzingen","","","Reutlingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Oberschule an der Schaumburger Straße","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Carl-Friedrich-Gauß-Gymnasium","","","Schwedt/Oder","Brandenburg","Programm","","Be smart - don't Start","","12"
"Sophie-Scholl-Gymnasium","","","Itzehoe","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Ricarda-Huch-Schule","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Europäische Oberschule","","","Waldenburg","Sachsen","Programm","","Be smart - don't Start","","11"
"Liebfrauenschule","","","Sigmaringen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule Bochum Mitte","","","Bochum","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Niedersächsisches Internatsgymnasium","","","Bad Harzburg","Niedersachsen","Programm","","Be smart - don't Start","","9"
"Eichenwaldschule","","","Aichstetten","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Friedrich-Ebert-Schule","","","Schopfheim","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Elisabeth-Thüringen-Gymnasium","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Städt. Georg-Schulhoff-Realschule","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Hermann-Allmers-Schule","","","Hagen","Niedersachsen","Programm","","Be smart - don't Start","","112"
"Gemeinschaftsschule Illingen","","","Illingen","Saarland","Programm","","Be smart - don't Start","","0"
"Giechburgschule","","","Scheßlitz","Bayern","Programm","","Be smart - don't Start","","5"
"Lindenauschule","","","Hanau","Hessen","Programm","","Be smart - don't Start","","0"
"Marie-Curie-Oberschule","","","Dohna","Sachsen","Programm","","Be smart - don't Start","","3"
"Förderschulzentrum Oberes Osterzgebirge","","","Dippoldiswalde","Sachsen","Programm","","Be smart - don't Start","","11"
"Ernst-Moritz-Arndt-Schule","","","Greifswald","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","21"
"Ev. Schule Spandau im Johannesstift","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Geschwister-Scholl-Gymnasium","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","","122"
"SIS Swiss International School","","","Ingolstadt","Bayern","Programm","","Be smart - don't Start","","38"
"Landrat-Lucas-Gymnasium","","","Leverkusen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","46"
"Maximiliansgymnasium","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Johann-Heinrich-Voß-Schule","","","Eutin","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Küstengymnasium","","","Neustadt in Holstein","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Lina-Morgenstern-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Johanneum-Gymnasium","","","Herborn","Hessen","Programm","","Be smart - don't Start","","0"
"Carl-Sonnenschein-Schule","","","Gronau (Westf.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Tagesschule Dönberg","","","Wuppertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","110"
"Gesamtschule Niederaula","","","Niederaula","Hessen","Programm","","Be smart - don't Start","","0"
"Schule an den Auewiesen","","","Bad Malente-Gremsmühlen","Schleswig Holstein","Programm","","Be smart - don't Start","","0"
"Sekundarschule Unteres Geiseltal","","","Braunsbedra","Sachsen Anhalt","Programm","","Be smart - don't Start","","4"
"Johann-Christoph-Adelung-Schule","","","Spantekow","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","1"
"Anne-Frank-Gymnasium","","","Aachen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","85"
"Oberschule Brand-Erbisdorf","","","Brand-Erbisdorf","Sachsen","Programm","","Be smart - don't Start","","5"
"Isarnwohld-Schule","","","Gettorf","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"ReBBZ Bergedorf","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Bertha-von-Suttner-Schule","","","Siegen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","48"
"Fürstenberg-Realschule","","","Recke","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Realschule Feuerbach","","","Stuttgart","Baden-Württemberg","Programm","","Be smart - don't Start","","3"
"Nelson-Mandela-Schule","","","Remscheid","Nordrhein Westphalen","Programm","","Be smart - don't Start","","40"
"Luise-Hensel-Schule","","","Aachen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","85"
"Pestalozzischule","","","Forchheim","Bayern","Programm","","Be smart - don't Start","","13"
"Gesamtschule Kaufungen","","","Kaufungen","Hessen","Programm","","Be smart - don't Start","","0"
"Carl-von-Ossietzky-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Boje-C.-Steffen-Gemeinschaftsschule","","","Elmshorn","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"St. Angela-Gymnasium","","","Bad Münstereifel","Nordrhein Westphalen","Programm","","Be smart - don't Start","","7"
"Theodor-Heuss-Gymnasium","","","Hagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Maria-Ward-Realschule","","","Mindelheim","Bayern","Programm","","Be smart - don't Start","","8"
"David-Fabricius-Oberschule","","","Westerholt","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Konrad-Adenauer-Schule","","","Roding","Bayern","Programm","","Be smart - don't Start","","3"
"Oberschule an der Ronzelenstraße","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Gottfried-Keller-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Oberschule Nünchritz","","","Nünchritz","Sachsen","Programm","","Be smart - don't Start","","4"
"Friedr.-Schiller-Schule","","","Renningen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Anne-Frank-Schule","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Albert-Einstein-Gymnasium","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Immanuel-Kant-Schule","","","Rüsselsheim","Hessen","Programm","","Be smart - don't Start","","0"
"Galilei-Gymnasium","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Leon-Foucault-Gymnasium","","","Hoyerswerda","Sachsen","Programm","","Be smart - don't Start","","30"
"Schule Am Rugard","","","Bergen auf Rügen","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","6"
"Benedikt-Schule","","","Visbek","Niedersachsen","Programm","","Be smart - don't Start","","4"
